name,p_female,p_male,weight,culture,source
hödd,1.0,0.0,1.0,european_other,firstname-db
högni,0.0,1.0,1.0,european_other,firstname-db
hörn,1.0,0.0,1.0,european_other,firstname-db
hörður,0.0,1.0,1.0,european_other,firstname-db
höskuldur,0.0,1.0,1.0,european_other,firstname-db
húni,0.0,1.0,1.0,european_other,firstname-db
hüdaye,1.0,0.0,1.0,arab,firstname-db
hüdayi,0.0,1.0,1.0,arab,firstname-db
hülya,1.0,0.0,1.0,arab,firstname-db
hümeyra,1.0,0.0,1.0,arab,firstname-db
hüner,1.0,0.0,1.0,arab,firstname-db
hünkar,0.25,0.75,0.7,arab,firstname-db
hürrem,1.0,0.0,1.0,arab,firstname-db
hürriyet,1.0,0.0,1.0,arab,firstname-db
hüsamettin,0.0,1.0,1.0,arab,firstname-db
hüseyin,0.0,1.0,1.0,arab,firstname-db
hüsne,1.0,0.0,1.0,arab,firstname-db
hüsniye,1.0,0.0,1.0,arab,firstname-db
hüsnü,0.0,1.0,1.0,arab,firstname-db
hüsnüye,1.0,0.0,1.0,arab,firstname-db
hüsrev,0.0,1.0,1.0,arab,firstname-db
ia,1.0,0.0,1.0,arab,firstname-db
iacob,0.0,1.0,1.0,european_other,firstname-db
iacobina,1.0,0.0,1.0,european_other,firstname-db
iacopo,0.0,1.0,1.0,european_other,firstname-db
iacov,0.0,1.0,1.0,slavic,firstname-db
iago,0.0,1.0,1.0,european_other,firstname-db
iain,0.0,1.0,1.0,western,firstname-db
iakovos,0.0,1.0,1.0,european_other,firstname-db
iakup,0.0,1.0,1.0,slavic,firstname-db
iamandi,0.0,1.0,1.0,european_other,firstname-db
ian,0.0,1.0,1.0,western,firstname-db
iana,1.0,0.0,1.0,european_other,firstname-db
iancu,0.0,1.0,1.0,european_other,firstname-db
ianos,0.0,1.0,1.0,european_other,firstname-db
ianto,0.0,1.0,1.0,western,firstname-db
ianula,1.0,0.0,1.0,european_other,firstname-db
iason,0.0,1.0,1.0,european_other,firstname-db
iasonas,0.0,1.0,1.0,european_other,firstname-db
ib,0.0,1.0,1.0,european_other,firstname-db
ibadullah,0.0,1.0,1.0,arab,firstname-db
ibai,0.0,1.0,1.0,european_other,firstname-db
ibala,1.0,0.0,1.0,slavic,firstname-db
iban,0.0,1.0,1.0,european_other,firstname-db
ibar,0.0,1.0,1.0,european_other,firstname-db
ibbe,0.5,0.5,0.5,european_other,firstname-db
ibbine,1.0,0.0,1.0,european_other,firstname-db
ibbo,0.0,1.0,1.0,european_other,firstname-db
ibeling,0.0,1.0,1.0,european_other,firstname-db
iben,1.0,0.0,1.0,european_other,firstname-db
ibo,0.0,1.0,1.0,european_other,firstname-db
ibolya,1.0,0.0,1.0,european_other,firstname-db
ibon,0.0,1.0,1.0,european_other,firstname-db
ibone,1.0,0.0,1.0,european_other,firstname-db
ibrahim,0.0,1.0,1.6,slavic,firstname-db+faimr-seed
ibrahimi,0.0,1.0,1.0,slavic,firstname-db
ibričim,0.0,1.0,1.0,slavic,firstname-db
ibro,0.0,1.0,1.0,slavic,firstname-db
ibtesam,1.0,0.0,1.0,arab,firstname-db
ibtihaj,1.0,0.0,1.0,arab,firstname-db
ibtisam,1.0,0.0,1.0,arab,firstname-db
ibtissam,1.0,0.0,1.0,arab,firstname-db
ibtissem,1.0,0.0,1.0,arab,firstname-db
ica,0.6667,0.3333,1.0,slavic,firstname-db
icaro,0.0,1.0,1.0,european_other,firstname-db
ice,0.0,1.0,1.0,slavic,firstname-db
ichiko,1.0,0.0,1.0,east_asian,firstname-db
ichiro,0.0,1.0,1.0,east_asian,firstname-db
ichirou,0.0,1.0,1.0,east_asian,firstname-db
iciar,1.0,0.0,1.0,european_other,firstname-db
icilia,1.0,0.0,1.0,european_other,firstname-db
icilio,0.0,1.0,1.0,european_other,firstname-db
icke,0.5,0.5,0.5,european_other,firstname-db
iclal,1.0,0.0,1.0,arab,firstname-db
ico,0.0,1.0,1.0,european_other,firstname-db
iconia,1.0,0.0,1.0,european_other,firstname-db
iconie,0.0,1.0,1.0,european_other,firstname-db
ida,1.0,0.0,1.0,european_other,firstname-db
idajet,0.0,1.0,1.0,slavic,firstname-db
idajete,1.0,0.0,1.0,slavic,firstname-db
idalgo,0.0,1.0,1.0,european_other,firstname-db
idalia,1.0,0.0,1.0,european_other,firstname-db
idalina,1.0,0.0,1.0,european_other,firstname-db
idalino,0.0,1.0,1.0,european_other,firstname-db
idalécio,0.0,1.0,1.0,european_other,firstname-db
idamarie,1.0,0.0,1.0,european_other,firstname-db
idan,0.0,1.0,1.0,arab,firstname-db
idar,0.0,1.0,1.0,european_other,firstname-db
iddo,0.0,1.0,1.0,european_other,firstname-db
ide,0.5,0.5,0.5,european_other,firstname-db
ideal,0.0,1.0,1.0,slavic,firstname-db
idelette,1.0,0.0,1.0,european_other,firstname-db
idell,1.0,0.0,1.0,western,firstname-db
idella,1.0,0.0,1.0,western,firstname-db
idelma,1.0,0.0,1.0,european_other,firstname-db
idelmo,0.0,1.0,1.0,european_other,firstname-db
identas,0.0,1.0,1.0,european_other,firstname-db
idil,1.0,0.0,1.0,arab,firstname-db
idit,1.0,0.0,1.0,arab,firstname-db
idith,1.0,0.0,1.0,arab,firstname-db
idlir,0.0,1.0,1.0,slavic,firstname-db
ido,0.0,1.0,1.0,european_other,firstname-db
idoia,1.0,0.0,1.0,european_other,firstname-db
idoya,1.0,0.0,1.0,european_other,firstname-db
idrees,0.0,1.0,1.0,arab,firstname-db
idris,0.0,1.0,1.0,arab,firstname-db
idriz,0.0,1.0,1.0,slavic,firstname-db
idrizi,0.0,1.0,1.0,slavic,firstname-db
ids,0.0,1.0,1.0,european_other,firstname-db
idske,0.75,0.25,0.7,european_other,firstname-db
idun,1.0,0.0,1.0,european_other,firstname-db
idurre,1.0,0.0,1.0,european_other,firstname-db
idália,1.0,0.0,1.0,european_other,firstname-db
idálio,0.0,1.0,1.0,european_other,firstname-db
idília,1.0,0.0,1.0,european_other,firstname-db
idílio,0.0,1.0,1.0,european_other,firstname-db
ieke,0.75,0.25,0.7,european_other,firstname-db
iektje,1.0,0.0,1.0,european_other,firstname-db
ieme,0.0,1.0,1.0,european_other,firstname-db
iemie,1.0,0.0,1.0,european_other,firstname-db
iemy,1.0,0.0,1.0,european_other,firstname-db
ieremia,0.0,1.0,1.0,european_other,firstname-db
ieremias,0.0,1.0,1.0,european_other,firstname-db
ieronim,0.0,1.0,1.0,european_other,firstname-db
iesha,1.0,0.0,1.0,western,firstname-db
iestyn,0.0,1.0,1.0,western,firstname-db
iet,1.0,0.0,1.0,european_other,firstname-db
ieteke,1.0,0.0,1.0,european_other,firstname-db
ietie,1.0,0.0,1.0,european_other,firstname-db
ietse,0.0,1.0,1.0,european_other,firstname-db
ietske,1.0,0.0,1.0,european_other,firstname-db
ieuan,0.0,1.0,1.0,western,firstname-db
ieva,1.0,0.0,1.0,european_other,firstname-db
ieviņa,1.0,0.0,1.0,european_other,firstname-db
ifat,1.0,0.0,1.0,arab,firstname-db
ifeta,1.0,0.0,1.0,slavic,firstname-db
iffat,1.0,0.0,1.0,arab,firstname-db
iffet,1.0,0.0,1.0,arab,firstname-db
ifigeneia,1.0,0.0,1.0,european_other,firstname-db
ifigenia,1.0,0.0,1.0,european_other,firstname-db
ifigenija,1.0,0.0,1.0,slavic,firstname-db
ifor,0.0,1.0,1.0,western,firstname-db
ifrim,0.0,1.0,1.0,european_other,firstname-db
iftach,0.0,1.0,1.0,arab,firstname-db
iftadiye,1.0,0.0,1.0,arab,firstname-db
iftene,0.0,1.0,1.0,european_other,firstname-db
iftikhar,0.0,1.0,1.0,arab,firstname-db
iftim,0.0,1.0,1.0,slavic,firstname-db
iftimia,1.0,0.0,1.0,european_other,firstname-db
iftimie,0.0,1.0,1.0,european_other,firstname-db
igal,0.0,1.0,1.0,arab,firstname-db
igbal,0.0,1.0,1.0,slavic,firstname-db
igbale,1.0,0.0,1.0,slavic,firstname-db
igballe,1.0,0.0,1.0,slavic,firstname-db
igge,0.25,0.75,0.7,european_other,firstname-db
iggo,0.0,1.0,1.0,european_other,firstname-db
igina,1.0,0.0,1.0,european_other,firstname-db
iginia,1.0,0.0,1.0,european_other,firstname-db
iginio,0.0,1.0,1.0,european_other,firstname-db
igino,0.0,1.0,1.0,european_other,firstname-db
igli,0.0,1.0,1.0,slavic,firstname-db
ignaat,0.0,1.0,1.0,european_other,firstname-db
ignac,0.0,1.0,1.0,slavic,firstname-db
ignacas,0.0,1.0,1.0,european_other,firstname-db
ignace,0.25,0.75,0.7,european_other,firstname-db
ignacia,1.0,0.0,1.0,european_other,firstname-db
ignacijo,0.0,1.0,1.0,slavic,firstname-db
ignacio,0.0,1.0,1.0,european_other,firstname-db
ignacy,0.0,1.0,1.0,european_other,firstname-db
ignas,0.0,1.0,1.0,european_other,firstname-db
ignasas,0.0,1.0,1.0,european_other,firstname-db
ignasi,0.0,1.0,1.0,european_other,firstname-db
ignat,0.0,1.0,1.0,european_other,firstname-db
ignatia,1.0,0.0,1.0,european_other,firstname-db
ignatios,0.0,1.0,1.0,european_other,firstname-db
ignatius,0.0,1.0,1.0,western,firstname-db
ignatz,0.0,1.0,1.0,european_other,firstname-db
ignaz,0.0,1.0,1.0,european_other,firstname-db
ignazia,1.0,0.0,1.0,european_other,firstname-db
ignazio,0.0,1.0,1.0,european_other,firstname-db
ignaţiu,0.0,1.0,1.0,european_other,firstname-db
ignjat,0.0,1.0,1.0,slavic,firstname-db
ignotas,0.0,1.0,1.0,european_other,firstname-db
ignác,0.0,1.0,1.0,european_other,firstname-db
igon,0.0,1.0,1.0,european_other,firstname-db
igone,1.0,0.0,1.0,european_other,firstname-db
igor,0.0,1.0,1.0,european_other,firstname-db
igori,0.0,1.0,1.0,european_other,firstname-db
igoris,0.0,1.0,1.0,european_other,firstname-db
igors,0.0,1.0,1.0,european_other,firstname-db
igorče,0.0,1.0,1.0,slavic,firstname-db
ihab,0.0,1.0,1.0,arab,firstname-db
ihar,0.0,1.0,1.0,slavic,firstname-db
ihbo,0.0,1.0,1.0,european_other,firstname-db
ihna,1.0,0.0,1.0,european_other,firstname-db
ihne,0.25,0.75,0.7,european_other,firstname-db
ihno,0.0,1.0,1.0,european_other,firstname-db
ihor,0.0,1.0,1.0,slavic,firstname-db
ihsan,0.0,1.0,1.0,slavic,firstname-db
ihssan,0.0,1.0,1.0,arab,firstname-db
iida,1.0,0.0,1.0,european_other,firstname-db
iikka,0.0,1.0,1.0,european_other,firstname-db
iina,1.0,0.0,1.0,european_other,firstname-db
iiris,1.0,0.0,1.0,european_other,firstname-db
iiro,0.0,1.0,1.0,european_other,firstname-db
iisak,0.0,1.0,1.0,european_other,firstname-db
iisakki,0.0,1.0,1.0,european_other,firstname-db
iivari,0.0,1.0,1.0,european_other,firstname-db
iivi,1.0,0.0,1.0,european_other,firstname-db
iivo,0.0,1.0,1.0,european_other,firstname-db
ijaz,0.0,1.0,1.0,arab,firstname-db
ije,0.0,1.0,1.0,slavic,firstname-db
ijlal,1.0,0.0,1.0,arab,firstname-db
ik,0.8333,0.1667,0.75,east_asian,firstname-db
ika,1.0,0.0,1.0,european_other,firstname-db
ikbal,0.8056,0.1944,0.9,arab,firstname-db
ikbale,1.0,0.0,1.0,slavic,firstname-db
ike,0.1667,0.8333,0.75,western,firstname-db
iker,0.0,1.0,1.0,european_other,firstname-db
ikerne,1.0,0.0,1.0,european_other,firstname-db
ikko,0.0,1.0,1.0,east_asian,firstname-db
iko,0.0,1.0,1.0,european_other,firstname-db
ikram,0.5,0.5,0.5,arab,firstname-db
ikue,1.0,0.0,1.0,east_asian,firstname-db
ikuhiro,0.0,1.0,1.0,east_asian,firstname-db
ikuho,1.0,0.0,1.0,east_asian,firstname-db
ikuko,1.0,0.0,1.0,east_asian,firstname-db
ikumi,1.0,0.0,1.0,east_asian,firstname-db
ikuo,0.0,1.0,1.0,east_asian,firstname-db
ikuyo,1.0,0.0,1.0,east_asian,firstname-db
il,0.6912,0.3088,0.85,other,firstname-db
ila,1.0,0.0,1.0,western,firstname-db
ilaha,1.0,0.0,1.0,arab,firstname-db
ilan,0.0,1.0,1.0,arab,firstname-db
ilana,1.0,0.0,1.0,arab,firstname-db
ilanit,1.0,0.0,1.0,arab,firstname-db
ilari,0.0,1.0,1.0,european_other,firstname-db
ilaria,1.0,0.0,1.0,european_other,firstname-db
ilarian,0.0,1.0,1.0,european_other,firstname-db
ilariana,1.0,0.0,1.0,european_other,firstname-db
ilarie,0.0,1.0,1.0,european_other,firstname-db
ilario,0.0,1.0,1.0,european_other,firstname-db
ilarion,0.0,1.0,1.0,european_other,firstname-db
ilariu,0.0,1.0,1.0,european_other,firstname-db
ilars,0.0,1.0,1.0,european_other,firstname-db
ilay,1.0,0.0,1.0,arab,firstname-db
ilayda,1.0,0.0,1.0,arab,firstname-db
ilazki,0.0,1.0,1.0,european_other,firstname-db
ilcho,0.0,1.0,1.0,european_other,firstname-db
ilchung,0.0,1.0,1.0,east_asian,firstname-db
ilda,1.0,0.0,1.0,european_other,firstname-db
ildar,0.0,1.0,1.0,slavic,firstname-db
ilde,1.0,0.0,1.0,european_other,firstname-db
ildebrando,0.0,1.0,1.0,european_other,firstname-db
ildefonsa,1.0,0.0,1.0,european_other,firstname-db
ildefonso,0.0,1.0,1.0,european_other,firstname-db
ildegarda,1.0,0.0,1.0,european_other,firstname-db
ildegonda,1.0,0.0,1.0,european_other,firstname-db
ildi,1.0,0.0,1.0,european_other,firstname-db
ildiko,1.0,0.0,1.0,slavic,firstname-db
ildikó,1.0,0.0,1.0,other,firstname-db
ildo,0.0,1.0,1.0,european_other,firstname-db
ildze,1.0,0.0,1.0,european_other,firstname-db
ile,0.0,1.0,1.0,slavic,firstname-db
ileana,1.0,0.0,1.0,european_other,firstname-db
ileano,0.0,1.0,1.0,european_other,firstname-db
ilektra,1.0,0.0,1.0,european_other,firstname-db
ilene,1.0,0.0,1.0,western,firstname-db
ilenia,1.0,0.0,1.0,european_other,firstname-db
ilga,1.0,0.0,1.0,european_other,firstname-db
ilgar,0.0,1.0,1.0,arab,firstname-db
ilgars,0.0,1.0,1.0,european_other,firstname-db
ilgmārs,0.0,1.0,1.0,european_other,firstname-db
ilgonis,0.0,1.0,1.0,european_other,firstname-db
ilgvars,0.0,1.0,1.0,european_other,firstname-db
ilgın,1.0,0.0,1.0,arab,firstname-db
ilham,0.0648,0.9352,0.9,arab,firstname-db
ilhama,1.0,0.0,1.0,arab,firstname-db
ilhami,0.0,1.0,1.0,arab,firstname-db
ilhan,0.0,1.0,1.0,east_asian,firstname-db
ilhom,0.0,1.0,1.0,arab,firstname-db
ili,1.0,0.0,1.0,european_other,firstname-db
ilia,0.5,0.5,1.0,european_other,firstname-db
ilian,0.0,1.0,1.0,european_other,firstname-db
iliana,1.0,0.0,1.0,european_other,firstname-db
ilianka,1.0,0.0,1.0,european_other,firstname-db
ilias,0.0,1.0,1.0,european_other,firstname-db
ilidio,0.0,1.0,1.0,european_other,firstname-db
ilie,0.0,1.0,1.0,slavic,firstname-db
ilija,0.0,1.0,1.0,slavic,firstname-db
ilijan,0.0,1.0,1.0,european_other,firstname-db
ilijana,1.0,0.0,1.0,slavic,firstname-db
ilijanka,1.0,0.0,1.0,european_other,firstname-db
ilina,1.0,0.0,1.0,european_other,firstname-db
ilinka,1.0,0.0,1.0,slavic,firstname-db
ilio,0.0,1.0,1.0,european_other,firstname-db
ilioara,1.0,0.0,1.0,european_other,firstname-db
ilionora,1.0,0.0,1.0,european_other,firstname-db
ilir,0.0,1.0,1.0,slavic,firstname-db
ilira,1.0,0.0,1.0,slavic,firstname-db
ilirian,0.0,1.0,1.0,slavic,firstname-db
iliriana,1.0,0.0,1.0,slavic,firstname-db
ilirjan,0.0,1.0,1.0,slavic,firstname-db
ilirjana,1.0,0.0,1.0,slavic,firstname-db
ilit,1.0,0.0,1.0,arab,firstname-db
iliu,0.0,1.0,1.0,european_other,firstname-db
iliya,0.0,1.0,1.0,slavic,firstname-db
iliyan,0.0,1.0,1.0,european_other,firstname-db
iliyana,1.0,0.0,1.0,european_other,firstname-db
iliyanka,1.0,0.0,1.0,european_other,firstname-db
ilja,0.3088,0.6912,0.85,european_other,firstname-db
iljana,1.0,0.0,1.0,slavic,firstname-db
iljaz,0.0,1.0,1.0,slavic,firstname-db
iljko,0.0,1.0,1.0,slavic,firstname-db
ilka,1.0,0.0,1.0,european_other,firstname-db
ilkan,0.0,1.0,1.0,arab,firstname-db
ilkay,0.5,0.5,0.5,arab,firstname-db
ilke,0.8971,0.1029,0.85,european_other,firstname-db
ilker,0.0,1.0,1.0,arab,firstname-db
ilkin,0.0,1.0,1.0,arab,firstname-db
ilkinas,0.0,1.0,1.0,european_other,firstname-db
ilkka,0.0,1.0,1.0,european_other,firstname-db
ilknur,1.0,0.0,1.0,arab,firstname-db
ilko,0.0,1.0,1.0,european_other,firstname-db
illar,0.0,1.0,1.0,european_other,firstname-db
ille,1.0,0.0,1.0,european_other,firstname-db
illi,0.5,0.5,0.5,european_other,firstname-db
illugi,0.0,1.0,1.0,european_other,firstname-db
illya,0.0,1.0,1.0,slavic,firstname-db
illés,0.0,1.0,1.0,european_other,firstname-db
ilma,1.0,0.0,1.0,slavic,firstname-db
ilmar,0.0,1.0,1.0,arab,firstname-db
ilmari,0.0,1.0,1.0,european_other,firstname-db
ilme,1.0,0.0,1.0,european_other,firstname-db
ilmi,0.5,0.5,1.0,european_other,firstname-db
ilmie,1.0,0.0,1.0,slavic,firstname-db
ilmije,1.0,0.0,1.0,slavic,firstname-db
ilmira,1.0,0.0,1.0,arab,firstname-db
ilmo,0.0,1.0,1.0,european_other,firstname-db
ilmur,1.0,0.0,1.0,european_other,firstname-db
ilmārs,0.0,1.0,1.0,european_other,firstname-db
ilo,0.0,1.0,1.0,european_other,firstname-db
ilona,1.0,0.0,1.0,european_other,firstname-db
ilonca,1.0,0.0,1.0,european_other,firstname-db
ilonka,1.0,0.0,1.0,european_other,firstname-db
ilpo,0.0,1.0,1.0,european_other,firstname-db
ilppo,0.0,1.0,1.0,european_other,firstname-db
ilqar,0.0,1.0,1.0,arab,firstname-db
ilrich,0.0,1.0,1.0,european_other,firstname-db
ilsa,1.0,0.0,1.0,european_other,firstname-db
ilsabe,1.0,0.0,1.0,european_other,firstname-db
ilse,1.0,0.0,1.0,european_other,firstname-db
ilsebärbel,1.0,0.0,1.0,european_other,firstname-db
ilsedore,1.0,0.0,1.0,european_other,firstname-db
ilsefriede,1.0,0.0,1.0,european_other,firstname-db
ilsegard,1.0,0.0,1.0,european_other,firstname-db
ilsegret,1.0,0.0,1.0,european_other,firstname-db
ilselore,1.0,0.0,1.0,european_other,firstname-db
ilsemarie,1.0,0.0,1.0,european_other,firstname-db
ilseruth,1.0,0.0,1.0,european_other,firstname-db
ilsetraud,1.0,0.0,1.0,european_other,firstname-db
ilsetraut,1.0,0.0,1.0,european_other,firstname-db
ilsoo,0.0,1.0,1.0,east_asian,firstname-db
ilsun,1.0,0.0,1.0,east_asian,firstname-db
ilta,1.0,0.0,1.0,european_other,firstname-db
iluminada,1.0,0.0,1.0,european_other,firstname-db
iluminado,0.0,1.0,1.0,european_other,firstname-db
iluta,1.0,0.0,1.0,european_other,firstname-db
ilva,1.0,0.0,1.0,european_other,firstname-db
ilvars,0.0,1.0,1.0,european_other,firstname-db
ilvi,1.0,0.0,1.0,european_other,firstname-db
ilvija,1.0,0.0,1.0,european_other,firstname-db
ilvis,0.0,1.0,1.0,european_other,firstname-db
ilvo,0.0,1.0,1.0,european_other,firstname-db
ilya,0.0,1.0,1.0,arab,firstname-db
ilyada,1.0,0.0,1.0,arab,firstname-db
ilyana,1.0,0.0,1.0,slavic,firstname-db
ilyas,0.0,1.0,1.0,arab,firstname-db
ilyoung,0.0,1.0,1.0,east_asian,firstname-db
ilza,1.0,0.0,1.0,european_other,firstname-db
ilze,1.0,0.0,1.0,other,firstname-db
ilídia,1.0,0.0,1.0,european_other,firstname-db
ilídio,0.0,1.0,1.0,european_other,firstname-db
ilče,0.0,1.0,1.0,slavic,firstname-db
im,0.5,0.5,0.5,east_asian,firstname-db
ima,1.0,0.0,1.0,western,firstname-db
imad,0.0,1.0,1.0,arab,firstname-db
iman,0.2917,0.7083,0.8,arab,firstname-db
imane,1.0,0.0,1.0,arab,firstname-db
imani,1.0,0.0,1.0,western,firstname-db
imanol,0.0,1.0,1.0,european_other,firstname-db
imantas,0.0,1.0,1.0,european_other,firstname-db
imants,0.0,1.0,1.0,european_other,firstname-db
imari,1.0,0.0,1.0,east_asian,firstname-db
imbi,1.0,0.0,1.0,european_other,firstname-db
imca,1.0,0.0,1.0,european_other,firstname-db
imcke,0.75,0.25,0.7,european_other,firstname-db
imdad,0.0,1.0,1.0,arab,firstname-db
imdat,0.0,1.0,1.0,arab,firstname-db
imed,0.0,1.0,1.0,arab,firstname-db
imelda,1.0,0.0,1.0,european_other,firstname-db
imeldo,0.0,1.0,1.0,european_other,firstname-db
imer,0.0,1.0,1.0,slavic,firstname-db
imeria,1.0,0.0,1.0,european_other,firstname-db
imerio,0.0,1.0,1.0,european_other,firstname-db
imge,1.0,0.0,1.0,arab,firstname-db
imka,1.0,0.0,1.0,european_other,firstname-db
imke,0.8971,0.1029,0.85,european_other,firstname-db
imkea,1.0,0.0,1.0,european_other,firstname-db
imkemina,1.0,0.0,1.0,european_other,firstname-db
imkje,1.0,0.0,1.0,european_other,firstname-db
imko,0.0,1.0,1.0,european_other,firstname-db
imma,1.0,0.0,1.0,european_other,firstname-db
immacolata,1.0,0.0,1.0,european_other,firstname-db
immanuel,0.0,1.0,1.0,european_other,firstname-db
immanuela,1.0,0.0,1.0,european_other,firstname-db
immanuels,0.0,1.0,1.0,european_other,firstname-db
immanuël,0.0,1.0,1.0,european_other,firstname-db
imme,0.75,0.25,0.7,european_other,firstname-db
immo,0.0,1.0,1.0,european_other,firstname-db
imogen,1.0,0.0,1.6,western,firstname-db+faimr-seed
imogene,1.0,0.0,1.0,western,firstname-db
imola,1.0,0.0,1.0,european_other,firstname-db
imolo,0.0,1.0,1.0,european_other,firstname-db
impi,1.0,0.0,1.0,european_other,firstname-db
impress,0.0,1.0,1.0,south_asian,firstname-db
imran,0.5,0.5,1.0,arab,firstname-db
imrane,1.0,0.0,1.0,slavic,firstname-db
imre,0.0,1.0,1.0,european_other,firstname-db
imren,0.75,0.25,0.7,arab,firstname-db
imrich,0.0,1.0,1.0,european_other,firstname-db
imréné,1.0,0.0,1.0,european_other,firstname-db
imtiaz,0.0,1.0,1.0,arab,firstname-db
imzo,0.0,1.0,1.0,slavic,firstname-db
in,0.8333,0.1667,0.75,east_asian,firstname-db
ina,1.0,0.0,1.0,european_other,firstname-db
inabat,1.0,0.0,1.0,arab,firstname-db
inae,1.0,0.0,1.0,east_asian,firstname-db
inan,0.0,1.0,1.0,arab,firstname-db
inanç,0.0,1.0,1.0,arab,firstname-db
inara,1.0,0.0,1.0,arab,firstname-db
inas,1.0,0.0,1.0,arab,firstname-db
inaya,1.0,0.0,1.0,arab,firstname-db
inayat,0.0,1.0,1.0,arab,firstname-db
inbae,0.0,1.0,1.0,east_asian,firstname-db
inbal,1.0,0.0,1.0,arab,firstname-db
inbar,1.0,0.0,1.0,arab,firstname-db
inchan,0.0,1.0,1.0,east_asian,firstname-db
inchul,0.0,1.0,1.0,east_asian,firstname-db
inci,1.0,0.0,1.0,arab,firstname-db
incoronata,1.0,0.0,1.0,european_other,firstname-db
incoronato,0.0,1.0,1.0,european_other,firstname-db
inda,1.0,0.0,1.0,european_other,firstname-db
indalecia,1.0,0.0,1.0,european_other,firstname-db
indalecio,0.0,1.0,1.0,european_other,firstname-db
indars,0.0,1.0,1.0,european_other,firstname-db
inder,0.0,1.0,1.0,european_other,firstname-db
inderjit,0.25,0.75,0.7,south_asian,firstname-db
india,1.0,0.0,1.0,western,firstname-db
indira,1.0,0.0,1.0,slavic,firstname-db
indra,0.5,0.5,1.0,european_other,firstname-db
indrakumar,0.0,1.0,1.0,south_asian,firstname-db
indrani,1.0,0.0,1.0,south_asian,firstname-db
indrek,0.0,1.0,1.0,european_other,firstname-db
indrischka,1.0,0.0,1.0,european_other,firstname-db
indrishka,1.0,0.0,1.0,european_other,firstname-db
indrit,0.0,1.0,1.0,slavic,firstname-db
indriði,0.0,1.0,1.0,european_other,firstname-db
indriķis,0.0,1.0,1.0,european_other,firstname-db
indro,0.0,1.0,1.0,european_other,firstname-db
indrė,1.0,0.0,1.0,european_other,firstname-db
indu,1.0,0.0,1.0,south_asian,firstname-db
indubala,1.0,0.0,1.0,south_asian,firstname-db
indulis,0.0,1.0,1.0,european_other,firstname-db
indíana,1.0,0.0,1.0,european_other,firstname-db
ine,0.6912,0.3088,0.85,european_other,firstname-db
ineke,1.0,0.0,1.0,european_other,firstname-db
inell,1.0,0.0,1.0,western,firstname-db
ines,0.8971,0.1029,0.85,european_other,firstname-db
inesa,1.0,0.0,1.0,slavic,firstname-db
inese,1.0,0.0,1.0,european_other,firstname-db
inesis,0.0,1.0,1.0,european_other,firstname-db
inessa,1.0,0.0,1.0,arab,firstname-db
ineta,1.0,0.0,1.0,european_other,firstname-db
inez,1.0,0.0,1.0,european_other,firstname-db
ineza,1.0,0.0,1.0,arab,firstname-db
ing,1.0,0.0,1.0,european_other,firstname-db
inga,1.0,0.0,1.0,european_other,firstname-db
ingalill,1.0,0.0,1.0,european_other,firstname-db
ingar,0.0,1.0,1.0,european_other,firstname-db
ingard,0.0,1.0,1.0,european_other,firstname-db
ingars,0.0,1.0,1.0,european_other,firstname-db
ingbert,0.0,1.0,1.0,european_other,firstname-db
inge,0.5,0.5,0.8333,european_other,firstname-db
ingebjørg,1.0,0.0,1.0,european_other,firstname-db
ingeborg,1.0,0.0,1.0,european_other,firstname-db
ingeborga,1.0,0.0,1.0,european_other,firstname-db
ingebritt,1.0,0.0,1.0,european_other,firstname-db
ingeburg,1.0,0.0,1.0,european_other,firstname-db
ingedore,1.0,0.0,1.0,european_other,firstname-db
ingegerd,1.0,0.0,1.0,european_other,firstname-db
ingegärd,1.0,0.0,1.0,european_other,firstname-db
ingela,1.0,0.0,1.0,european_other,firstname-db
ingelene,1.0,0.0,1.0,european_other,firstname-db
ingelies,1.0,0.0,1.0,european_other,firstname-db
ingelinde,1.0,0.0,1.0,european_other,firstname-db
ingeline,1.0,0.0,1.0,european_other,firstname-db
ingelise,1.0,0.0,1.0,european_other,firstname-db
ingelore,1.0,0.0,1.0,european_other,firstname-db
ingelotte,1.0,0.0,1.0,european_other,firstname-db
ingelta,1.0,0.0,1.0,european_other,firstname-db
ingemar,0.0,1.0,1.0,european_other,firstname-db
ingemarie,1.0,0.0,1.0,european_other,firstname-db
inger,1.0,0.0,1.0,european_other,firstname-db
ingerid,1.0,0.0,1.0,european_other,firstname-db
ingerlise,1.0,0.0,1.0,european_other,firstname-db
ingerose,1.0,0.0,1.0,european_other,firstname-db
ingeruth,1.0,0.0,1.0,european_other,firstname-db
ingetraud,1.0,0.0,1.0,european_other,firstname-db
ingetraut,1.0,0.0,1.0,european_other,firstname-db
ingetrud,1.0,0.0,1.0,european_other,firstname-db
ingfrid,1.0,0.0,1.0,european_other,firstname-db
ingfried,0.0,1.0,1.0,european_other,firstname-db
inghard,0.0,1.0,1.0,european_other,firstname-db
ingi,0.0,1.0,1.0,other,firstname-db
ingiberg,0.0,1.0,1.0,european_other,firstname-db
ingibergur,0.0,1.0,1.0,european_other,firstname-db
ingibjartur,0.0,1.0,1.0,european_other,firstname-db
ingibjörg,1.0,0.0,1.0,other,firstname-db
ingibjörn,0.0,1.0,1.0,european_other,firstname-db
ingigerður,1.0,0.0,1.0,european_other,firstname-db
